Year,Mo,Dy,Country,Location Name,Latitude,Longitude,Focal Depth (km),Mag,Total Deaths,Total Missing,Total Injuries,Total Damage ($Mil),Total Houses Destroyed,Total Houses Damaged
2011,11,8,USA,"OKLAHOMA:  SPARKS, PRAGUE",35.531,-96.788,5,5,,,,,,
2011,11,9,TURKEY,TURKEY:  VAN,38.429,43.229,5,5.7,40,,,,,
2011,11,21,INDIA,INDIA:  ASSAM,24.955,95.236,114,5.8,,,,,,
2011,11,24,EL SALVADOR,EL SALVADOR-GUATEMALA,13.297,-87.898,43,5.1,,,,,,80
2011,12,1,CHINA,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",38.31,76.888,32,5.3,,,,,,300
2011,12,3,NEW ZEALAND,NEW ZEALAND:  COOK STRAIT,-41.364,174.315,56,5.3,,,,,,
2011,12,11,MEXICO,MEXICO:  GUERRERO,17.844,-99.963,54,6.4,2,,5,,,70
2011,12,23,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.49,172.8,10,5.8,,,60,,,
2011,12,27,RUSSIA,RUSSIA:  KYZYL,51.842,95.911,15,6.7,,,,,,
2012,1,19,IRAN,IRAN:  KHORASAN-E-RAZAVI,36.288,58.835,8,5.3,,,238,,,
2012,1,30,PERU,PERU:  ICA,-14.168,-75.635,43,6.4,,,119,,,
2012,2,2,VANUATU,VANUATU ISLANDS,-17.827,167.133,23,7,,,,,,
2012,2,6,PHILIPPINES,PHILIPPINES:  NEGROS ORIENTAL PROVINCE,9.999,123.206,11,6.7,51,62,112,9,15000,
2012,2,26,TAIWAN,TAIWAN:  PINGTUNG,22.661,120.891,28,5.9,,,,,,
2012,2,27,IRAN,IRAN:  RAVAR,31.428,56.778,10,5.2,,,6,,,
2012,3,5,PHILIPPINES,PHILIPPINES:  MASBATE ISLAND,12.354,123.7,37,5.6,,,10,,1,
2012,3,8,CHINA,CHINA: XINJIANG,39.383,81.307,38,5.9,,,36641,84,,
2012,3,9,VANUATU,VANUATU ISLANDS,-19.125,169.613,16,6.7,,,,,,
2012,3,14,JAPAN,JAPAN:  HOKKAIDO,40.887,144.944,12,6.9,,,,,,
2012,3,16,PHILIPPINES,PHILIPPINES:  SURIGAO,10.037,125.633,18,5.8,,,55,,4,
2012,3,20,MEXICO,"MEXICO:  GUERRERO, OAXACA",16.493,-98.231,20,7.4,2,,13,600,800,
2012,3,25,CHILE,"CHILE:  PARRAL, SANTIAGO",-35.2,-72.217,41,7.2,1,,14,,,
2012,4,11,INDONESIA,INDONESIA:  N SUMATRA:  OFF WEST COAST,2.327,93.063,20,8.6,10,,12,,,
2012,4,11,INDONESIA,INDONESIA:  N SUMATRA:  OFF WEST COAST,0.802,92.463,25,8.2,,,,,,
2012,4,14,VANUATU,VANUATU ISLANDS,-18.972,168.741,11,6.3,,,,,,
2012,4,17,CHILE,CHILE:  VALPARAISO,-32.625,-71.365,29,6.7,2,,,,,
2012,5,3,IRAN,"IRAN:  MOURMOURI, ABDANAN, DEHLORAN",32.747,47.726,10,5.4,,,8,,,
2012,5,7,AZERBAIJAN,AZERBAIJAN:  ZAGATALA,41.549,46.789,11,5.7,,,50,,3100,
2012,5,11,INDIA,"INDIA:  ASSAM:  KAMRUP, GUWAHATI",26.175,92.889,43,5.4,,,2,,,
2012,5,12,TAJIKISTAN,TAJIKISTAN,38.612,70.354,10,5.7,1,,,,,
2012,5,14,CHILE,CHILE:  ARICA; PERU:  TACNA,-17.678,-69.591,10,6.3,,,,,,
2012,5,19,BRAZIL,BRAZIL:  MONTES CLAROS,-16.764,-43.999,10,4.1,,,,,,6
2012,5,20,ITALY,ITALY:  EMILIA ROMAGNA:  MIRANDOLA,44.89,11.23,6,6.1,7,,50,,,
2012,5,20,ITALY,ITALY:  SANT'AGOSTINO,44.831,11.49,5,5.1,,,,,,
2012,5,22,BULGARIA,BULGARIA: PERNIK,42.645,22.968,10,5.6,,,,,,90
2012,5,29,ITALY,"ITALY:  EMILIA ROMAGNA:  MEDOLLA, MIRANDOLA, CAVEZZO",44.851,11.086,10,5.9,17,,350,15800,,
2012,6,4,INDONESIA,INDONESIA:  JAVA,-7.692,106.371,50,5.8,,,2,,,23
2012,6,10,TURKEY,TURKEY:  FETHIYE; GREECE:  RHODES,36.42,28.88,35,6.1,,,6,,,
2012,6,11,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH,36.023,69.351,16,5.8,75,,13,,143,593
2012,6,14,TURKEY,TURKEY:  SIRNAK,37.294,42.325,5,5.3,,,23,,,25
2012,6,24,CHINA,CHINA:  YUNNAN AND SICHUAN PROVINCES,27.767,100.781,10,5.5,4,,394,,6768,
2012,6,29,CHINA,CHINA:  XINJIANG PROVINCE,43.433,84.7,18,6.3,,,52,68,,30000
2012,7,20,CHINA,CHINA:  JIANGSU PROVINCE,32.978,119.593,10,4.9,1,,2,,,
2012,7,25,INDONESIA,INDONESIA: BANDA ACEH,2.707,96.045,22,6.5,1,,,,,20
2012,7,25,SOLOMON ISLANDS,SOLOMON ISLANDS: GUADALCANAL,-9.694,159.727,20,6.4,,,,,26,
2012,8,11,IRAN,"IRAN:  AHAR, HARIS, VARZAGAN",38.329,46.826,11,6.5,306,,3000,599,,
2012,8,14,RUSSIA,RUSSIA:  SAKHALIN ISLAND,49.8,145.064,583,7.7,,,,,,
2012,8,18,INDONESIA,"INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG",-1.315,120.096,10,6.3,6,,43,,471,1097
2012,8,27,NICARAGUA,NICARAGUA:  OFF THE COAST,12.139,-88.59,28,7.3,,,,,,
2012,8,31,PHILIPPINES,"PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN",10.811,126.638,28,7.6,1,,1,0.3,,
2012,9,5,COSTA RICA,COSTA RICA:  NICOYA,10.085,-85.315,35,7.6,2,,20,45,,
2012,9,7,CHINA,CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG,27.575,103.983,10,5.6,81,,821,1000,37000,133000
2012,10,18,INDIA,"INDIA:  DEURALA, JAISINGHNAGAR, KOTMA, SARAI, UMARIA",23.739,81.314,10,5,,,,,,1
2012,10,28,CANADA,CANADA:  QUEEN CHARLOTTE ISLANDS,52.788,-132.101,14,7.7,1,,,,,
2012,11,7,GUATEMALA,"GUATEMALA:  SAN MARCOS, SAN CRISTOBAL COCHU",13.988,-91.895,24,7.3,48,,155,210,2769,7561
2012,11,11,MYANMAR (BURMA),MYANMAR (BURMA):  SHWEBO,23.005,95.885,14,6.8,26,,230,,251,
2012,11,26,CHINA,CHINA:  XINJIANG PROVINCE:  RUOQIANG,40.411,90.355,10,5.1,,,,,,
2012,12,5,IRAN,IRAN:  KHORASAN PROVINCE,33.506,59.571,14,5.7,8,,12,,,
2012,12,7,JAPAN,JAPAN:  HONSHU:  MIYAGI PREFECTURE,37.89,143.949,31,7.2,,,11,,,
2013,1,5,USA,ALASKA:  SOUTHEASTERN,55.393,-134.652,10,7.5,,,,,,
2013,1,21,INDONESIA,INDONESIA:  SUMATERA:  N,4.927,95.907,12,6.1,1,,15,,,71
2013,2,6,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10.799,165.114,24,7.9,10,,15,36,588,478
2013,2,8,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10.928,166.018,21,7,,,,,,
2013,2,9,COLOMBIA,"COLOMBIA:  CAUCA, NARINO, VALLE DEL CAUCA, RISARALDA",1.135,-77.393,145,7,,,15,,100,1900
2013,2,15,RUSSIA,RUSSIA:  CHELYABINSK (METEOR EXPLOSION),55.15,61.41,,4.2,,,1000,,,4000
2013,2,19,CHINA,CHINA:  YUNNAN PROVINCE:  QIAOJIA,27.226,103.071,10,4.9,,,8,,72,949
2013,2,22,PERU,PERU:  S,-15.748,-71.425,8,5.3,,,,,,80
2013,3,3,CHINA,CHINA:  YUNNAN PROVINCE,25.98,99.812,8,5.4,,,30,,700,2500
2013,3,11,CHINA,CHINA:  XINJIAN PROVINCE:  S,40.119,77.466,10,5.1,,,,,864,
2013,3,27,TAIWAN,"TAIWAN:  NANTOU COUNTY, TAIPEI",23.828,121.215,19,6,1,,86,1.128,,
2013,4,9,IRAN,"IRAN:  BUSHEHR PROVINCE:  SHANBE, KAKI, SENA",28.428,51.593,12,6.3,37,,850,297,,700
2013,4,10,HONDURAS,HONDURAS: ATLANTIDA,15.52,-87.159,4,5.4,,,,,12,66
2013,4,12,JAPAN,JAPAN,34.369,134.828,14,5.8,,,24,,,
2013,4,16,IRAN,IRAN; PAKISTAN:  MASHKAL,28.033,61.996,80,7.7,40,,300,,,1000
2013,4,17,JAPAN,JAPAN: MIYAKEJIMA,33.958,139.352,9,5.8,,,3,,,
2013,4,18,USA,TEXAS:  WEST,31.817,-97.088,0,2.1,14,,200,100,50,
2013,4,19,RUSSIA,RUSSIA:  KURIL ISLANDS,46.221,150.788,110,7.2,,,,,,
2013,4,20,CHINA,CHINA:  SICHUAN PROVINCE:  LONGMEN,30.308,102.888,14,6.6,196,21,11470,6800,,
2013,4,22,MEXICO,MEXICO:  MICHOACAN: LAZARO CARDENAS,18.081,-102.182,30,6,,,,,,
2013,4,24,AFGHANISTAN,AFGHANISTAN:  KAMA,34.526,70.22,64,5.5,18,,141,,,676
2013,5,1,INDIA,"INDIA:  KASHMIR:  DODA, KISHTWAR, RAMBAN",33.061,75.863,15,5.7,3,,90,19.5,1136,95532
2013,5,11,IRAN,IRAN:  HORMOZGAN: BASHAGARD,26.56,57.77,15,6.1,2,,20,,,
2013,5,19,ALGERIA,ALGERIA:  ALGIERS,36.703,5.261,7,4.9,,,5,,,
2013,5,24,RUSSIA,RUSSIA:  SEVERO KURILSKIYE,54.892,153.221,598,8.3,,,,,,
2013,6,1,PHILIPPINES,"PHILIPPINES:  N. COTABATO:  KIMADZIL, KIBUGTONGAN",7.275,124.898,10,5.7,,,33,,,164
2013,6,2,TAIWAN,TAIWAN:  JENAI,23.789,121.141,17,6.3,4,,21,1.1,,
2013,6,15,GREECE,GREECE:  CRETE,34.4,25.02,10,6.2,,,,,,
2013,6,18,RUSSIA,RUSSIA:  KEMEROVO,54.263,86.173,10,5.3,,,,,,500
2013,6,22,INDONESIA,INDONESIA:  LOMBOK ISLAND,-8.305,116.058,47,5.1,,,50,,5370,1700
2013,7,2,INDONESIA,INDONESIA:  BANDA ACEH,4.645,96.665,13,6.1,48,,2532,113,20401,
2013,7,8,INDONESIA,INDONESIA:  JAVA,-8.803,113.002,60,5.7,,,1,,124,
2013,7,17,ALGERIA,ALGERIA:  HAMMAM MELOUANE,36.534,3.086,10,4.8,,,11,,,
2013,7,21,NEW ZEALAND,NEW ZEALAND:  COOK STRAIT,-41.704,174.337,17,6.5,,,5,50,,35
2013,7,21,CHINA,"CHINA:   GANSU:  DINGXI, MIN",34.512,104.262,8,6,95,,887,466,123000,138000
2013,8,2,INDIA,INDIA:  KASHMIR:  KISHTWAR,33.297,75.95,42,5.2,,,2,,,
2013,8,7,GREECE,"GREECE:  CENTRAL:   PHTHIOTIS, REGGINI",38.689,22.695,0,5.3,,,,,100,
2013,8,11,CHINA,CHINA:  TIBET (XIZANG PROVINCE): QAMDO,30.046,97.957,6,5.7,,,,,,
2013,8,16,NEW ZEALAND,"NEW ZEALAND:  WELLINGTON, MARLBOROUGH",-41.734,174.152,8,6.5,,,,,,
2013,8,21,MEXICO,"MEXICO:  SAN MARCOS, ACAPULCO",16.878,-99.498,21,6.2,,,1,,,
2013,8,27,CHINA,CHINA:  YUNNAN PROVINCE: SHANGRI-LA,28.239,99.328,10,5.2,,,,,36,36
2013,8,31,CHINA,CHINA:  YUNNAN PROVINCE:  BENZILAN,28.243,99.35,8,5.6,5,,24,155,600,55500
2013,9,7,GUATEMALA,"GUATEMALA:  COATEPEQUE, QUETZALTENANGO",14.606,-92.121,66,6.4,1,,52,2,3,
2013,9,24,PAKISTAN,"PAKISTAN:  AWARAN, KECH",26.951,65.501,15,7.7,825,,619,100,32638,14118
2013,9,25,PERU,PERU:  AREQUIPA,-15.839,-74.511,40,7.1,,,,,,
2013,9,28,PAKISTAN,PAKISTAN: AWARAN,27.183,65.505,12,6.8,22,,50,,,
2013,10,12,GREECE,GREECE:  CRETE:  CHANIA,35.514,23.252,40,6.6,,,1,,,
2013,10,15,PHILIPPINES,"PHILIPPINES:  BOHOL, CEBU, SIQUIJOR IS",9.88,124.117,19,7.1,222,8,976,51.8,,
2013,10,22,INDONESIA,INDONESIA:  BANDA ACEH,5.103,95.971,10,5.4,1,,2,,,160
2013,10,25,JAPAN,JAPAN:  HONSHU:  E COAST,37.156,144.661,35,7.1,,,1,,,
2013,11,10,TAJIKISTAN,TAJIKISTAN:  VAHDAT,38.41,68.89,23,5.2,,,,,104,256
2013,11,17,ANTARCTICA,SCOTIA SEA:  SOUTH ORKNEY ISLANDS,-60.274,-46.401,10,7.7,,,,,,
2013,11,22,CHINA,CHINA:  JILIN PROVINCE:  SONGYUAN,44.599,124.168,10,5.3,,,,,,5300
2013,11,28,IRAN,IRAN:  BORAZJAN,29.32,51.31,8,5.8,8,,200,,250,
2013,12,16,CHINA,CHINA:  HUBEI PROVINCE,31.066,110.412,18,5.1,,,,6.3,,
2014,1,2,IRAN,IRAN:  BASTAK,27.15,54.448,8,5.2,1,,30,2,,
2014,1,5,COLOMBIA,COLOMBIA:  SIPI,4.557,-76.644,54,5.5,,,,,,121
2014,1,13,USA TERRITORY,PUERTO RICO,19.043,-66.81,20,6.4,,,,,,
2014,1,20,NEW ZEALAND,"NEW ZEALAND: WELLINGTON, MANAWATU-WANGANUI",-40.66,175.814,28,6.1,,,,,,
2014,1,25,INDONESIA,INDONESIA:  JAVA:  BANYUMAS,-7.986,109.265,66,6.1,,,,,1,
2014,1,26,GREECE,GREECE:  KEFALONIA,38.208,20.453,8,6.1,,,6,178,,
2014,2,2,IRAN,IRAN:  GOHARAN,26.589,57.741,10,5.3,,,,,,
2014,2,3,GREECE,GREECE:  KEFALONIA:  LIXOURION,38.264,20.39,5,6,,,16,,,
2014,2,9,USA,OKLAHOMA:  GUTHRIE,35.893,-97.292,5,4.1,,,,,,
2014,2,12,CHINA,CHINA:  XINJIANG PROVINCE:  YUTIAN,35.905,82.586,10,6.9,,,,174,25000,65000
2014,2,26,AUSTRALIA,AUSTRALIA:  KALGOORLIE,-30.679,121.187,0,4.5,,,,,,
2014,3,13,JAPAN,JAPAN:  SOUTHWESTERN,33.684,131.825,79,6.3,,,18,,,
2014,3,16,CHILE,CHILE:  IQUIQUE,-19.981,-70.702,20,6.7,,,,,,
2014,3,29,USA,"CALIFORNIA:  LA HABRA, BREA, FULLERTON",33.933,-117.916,5,5.1,,,,10.8,,20
2014,4,1,CHILE,"CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO",-19.61,-70.769,25,8.2,7,,,100,,2600
2014,4,3,CHILE,CHILE:  NORTHERN:  IQUIQUE,-20.571,-70.493,22,7.7,,,,,,
2014,4,4,CHINA,CHINA:  YUNNAN PROVINCE:  XILUODU,28.174,103.619,25,5.4,,,21,80,75,2700
2014,4,10,NICARAGUA,"NICARAGUA:  NAGAROTE, MANAGUA",12.403,-86.378,13,6.1,2,,250,3,168,2210
2014,4,11,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,-6.586,155.049,61,7.1,1,,,,51,
2014,4,12,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.27,162.148,23,7.6,,,,,,
2014,4,13,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.463,162.051,39,7.4,,,,,,
2014,4,14,NICARAGUA,"NICARAGUA:  MANAGUA, CIUDAD SANDINO",12.151,-86.281,10,5.2,,,,,7,
2014,4,18,MEXICO,MEXICO:  GUERRERO; MEXICO CITY,17.397,-100.972,24,7.2,,,,,,127
2014,4,19,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  SOLOMON SEA,-6.755,155.024,43,7.5,,,,,,
2014,5,5,THAILAND,THAILAND:  CHIANG RAI,19.656,99.67,6,6.1,1,,32,62,20,
2014,5,8,MEXICO,MEXICO:  TECPAN,17.235,-100.746,17,6.4,,,,,,
2014,5,8,PAKISTAN,PAKISTAN:  NAWABSHAH,26.387,68.358,15,4.5,2,,70,,,
2014,5,17,GERMANY,GERMANY:  HESSE,49.793,8.632,10,3.6,,,,1.36,,70
2014,5,19,ALBANIA,ALBANIA:  BELSH,40.943,19.906,10,5,,,,,,
2014,5,23,CHINA,CHINA:   YUNNAN PROVINCE,24.974,97.844,8,5.8,,,15,60,,9688
2014,5,24,GREECE,"GREECE, TURKEY",40.289,25.389,6,6.9,3,,310,4500,,
2014,5,30,CHINA,CHINA:  YUNNAN PROVINCE:  YINGJIANG,25,97.845,10,5.9,,,45,2,3390,18000
2014,6,23,NEW ZEALAND,KERMADEC ISLANDS: SSE OF RAOUL ISLAND,-29.977,-177.725,20,6.9,,,,,,
2014,6,23,USA,ALASKA:  ALEUTIAN ISLANDS,51.849,178.735,109,7.9,,,,,,
2014,7,7,MEXICO,MEXICO; GUATEMALA:  SAN MARCOS,14.724,-92.461,53,6.9,3,,33,,,50
2014,7,11,JAPAN,JAPAN:  SANRIKU,37.005,142.453,20,6.5,,,,,,
2014,7,15,USA,OKLAHOMA:  HARRAH,35.524,-97.159,6,3.9,,,,,,
2014,7,25,USA,ALASKA:  SOUTHEASTERN,58.335,-136.971,10,6,,,,,,
2014,7,29,MEXICO,MEXICO:  OAXACA,17.682,-95.653,107,6.3,1,,1,,,
2014,8,1,ALGERIA,ALGERIA:  ALGIERS,36.856,3.181,10,5.5,6,,420,,,
2014,8,3,CHINA,"CHINA:  YUNNAN:  LUDIAN:   LONGTOUSHAN, ZHAOTONG",27.189,103.409,12,6.2,615,114,3143,5000,25800,160400
2014,8,5,SOUTH AFRICA,SOUTH AFRICA:  ORKNEY,-26.99,26.705,5,5.4,1,,17,,13,1433
2014,8,12,ECUADOR,ECUADOR:  QUITO,-0.018,-78.322,12,5.1,3,,18,,,89
2014,8,16,CHINA,CHINA:  YUNNAN PROVINCE:  YONGSHAN,28.125,103.546,10,5,,,6,,,337
2014,8,18,IRAN,IRAN:  ILAM PROVINCE:  ABDANAN,32.703,47.695,10,6.2,,,330,43,2700,17000
2014,8,24,USA,"CALIFORNIA:  NAPA, VALLEJO",38.215,-122.312,11,6,1,,257,700,160,1034
2014,9,20,PHILIPPINES,PHILIPPINES:  BARANGAY LUAYON,6.864,125.233,26,5.2,,,1,,15,67
2014,9,28,PERU,PERU:  PARURO PROVINCE,-13.843,-71.695,10,4.9,8,,6,,106,
2014,10,7,CHINA,CHINA:   YUNNAN PROVINCE:  YONGPING,23.383,100.47,9,6.1,1,,323,274,,
2014,10,9,CHILE,CHILE: EASTER ISLAND REGION,-32.108,-110.811,17,7,,,,,,
2014,10,14,EL SALVADOR,EL SALVADOR:  GULF OF FONSECA,12.526,-88.123,40,7.3,1,,,,5,41
2014,11,15,INDONESIA,INDONESIA:  N. MOLUCCAS ISLANDS,1.893,126.522,45,7.1,,,,,,
2014,11,22,CHINA,CHINA:  SICHUAN PROVINCE:  GARZE,30.34,101.737,9,5.9,5,,65,50,30,27400
2014,11,22,JAPAN,"JAPAN:  NAGANO:  HAKUBA, OTARI",36.641,137.888,9,6.2,,,46,2,213,1624
2014,12,6,CHINA,CHINA:  YUNNAN PROVINCE:  YONGPING,23.358,100.533,10,5.6,1,,22,,434,17000
2014,12,23,ALGERIA,ALGERIA:  BLIDA,36.492,3.025,7,4.9,,,,,,
2015,1,14,CHINA,CHINA:  SICHUAN PROVINCE:  LESHAN,29.353,103.199,10,5.3,,,11,,,2000
2015,2,16,JAPAN,JAPAN:  HONSHU,39.856,142.881,23,6.7,,,,,,
2015,2,19,VANUATU,VANUATU ISLANDS,-16.431,168.148,10,6.4,,,,,,
2015,2,20,CHINA,CHINA:  YUNNAN PROVINCE,23.01,101.755,10,4.5,,,,,,276
2015,2,21,BOSNIA-HERZEGOVINA,BALKANS NW:  BOSNIA-HERZEGOVINA:,44.509,18.917,2,3.7,4,,1,,,
2015,2,22,CHINA,CHINA:  XINJIANG PROVINCE:  SHAWAN,44.133,85.568,12,5.1,,,,14.65,,1728
2015,2,26,PAKISTAN,PAKISTAN:  BATTAGRAM,34.671,73.278,30,5.4,,,5,,,2
2015,2,28,PERU,PERU:  AREQUIPA:  CAYLLOMA:  CABANACONDE,-15.7,-71.99,12,4.8,,,,,64,500
2015,3,1,CHINA,"CHINA:   YUNNAN PROVINCE:  CANGYUAN, GENGMA",23.566,98.854,10,5.2,,,39,15,220,15800
2015,3,8,SERBIA,BALKANS NW: SERBIA:  KOSJERIC,44.126,19.936,9,4.4,,,,,,100
2015,3,10,COLOMBIA,"COLOMBIA:  ANTIOQUIA, SANTANDER",6.776,-72.988,155,6.2,,,,,180,2167
2015,3,14,CHINA,CHINA:  ANHUI PROVINCE:  FUYANG,33.15,115.8,10,4.6,2,,13,,155,11079
2015,3,29,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-4.729,152.562,41,7.5,,,,,,
2015,4,20,TAIWAN,TAIWAN:  TAIPEI,24.203,122.316,29,6.4,1,,1,,,19
2015,4,25,NEPAL,NEPAL:   KATHMANDU; INDIA; CHINA; BANGLADESH,28.231,84.731,8,7.8,8957,3,24000,6000,498852,256697
2015,5,2,JAPAN,JAPAN:  HONSHU:  S. OF,31.529,140.213,10,5.7,,,,,,
2015,5,5,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-5.462,151.875,55,7.5,,,,,,
2015,5,12,NEPAL,NEPAL:   DOLAKHA,27.809,86.066,15,7.3,117,,2800,,,
2015,5,30,JAPAN,JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND],27.839,140.493,664,7.8,,,12,,,
2015,6,4,MALAYSIA,"MALAYSIA:  SABAH:  LAHAD,DATU,KANAK",5.987,116.541,10,6,18,,,,,23
2015,6,28,INDIA,INDIA:  KOKRAJHAR,26.638,90.41,26,5.1,,,2,,,
2015,7,3,CHINA,CHINA:  S. XINJIANG:  HOTAN,37.459,78.154,20,6.4,3,,263,,3000,
2015,7,3,PHILIPPINES,PHILIPPINES:  MINDANAO,10.169,125.891,32,6.1,1,,,,,
2015,7,10,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.307,158.403,12,6.7,,,,,,
2015,7,18,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.401,165.141,11,7,,,,,,
2015,7,24,PAKISTAN,PAKISTAN:  ABBOTTABAD,33.856,73.193,17,5.1,3,,1,,3,
2015,7,27,USA,ALASKA,52.376,-169.446,29,6.9,,,,,,
2015,7,27,INDONESIA,INDONESIA:  PAPUA,-2.629,138.528,48,7,1,,,,1,6
2015,7,29,PANAMA,COLOMBIA-PANAMA:  COLOMBIA:  UNGUIA,8.231,-77.315,12,5.9,,,6,,,45
2015,8,7,RWANDA,RWANDA:  BUKAVU,-2.141,28.897,11,5.8,3,,30,,,
2015,8,9,EL SALVADOR,EL SALVADOR:  ALEGRIA,13.668,-88.478,10,4.5,,,4,,,92
2015,9,16,CHILE,CHILE:  CENTRAL,-31.573,-71.674,22,8.3,15,1,14,600,2305,10044
2015,9,24,INDONESIA,INDONESIA:  SORONG,-0.621,131.262,18,6.6,,,62,,,260
2015,10,17,ARGENTINA,ARGENTINA:  GALPON,-25.467,-64.484,17,5.8,2,,30,,15,
2015,10,26,AFGHANISTAN,AFGHANISTAN: HINDU KUSH,36.524,70.368,231,7.5,399,,1770,109,29230,79893
2015,11,4,INDONESIA,INDONESIA:  EAST NUSA TENGGARA:  ALOR,-8.338,124.875,20,6.5,,,3,9,,1468
2015,11,7,VENEZUELA,VENEZUELA:  MERIDA,8.467,-71.396,15,5.3,1,,,,33,83
2015,11,11,CHILE,CHILE:  LA SERENA,-29.507,-72.007,12,6.9,,,,,,
2015,11,13,JAPAN,JAPAN:  KYUSYU ISLAND,31.001,128.873,12,6.7,,,,,,
2015,11,17,GREECE,"GREECE:  LEFKADA, KEFALONIA, ITHACA",38.67,20.6,11,6.5,2,,8,,1,
2015,11,17,KYRGYZSTAN,KYRGYZSTAN: OSH,40.376,73.204,18,5.6,,,,12,222,2237
2015,11,18,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.899,158.422,13,6.8,,,,,,
2015,11,22,VENEZUELA,VENEZUELA:  MERIDA,8.522,-71.387,10,5.1,1,,3,,,6
2015,11,24,PERU,PERU-BRAZIL,-10.537,-70.944,606,7.6,,,,,,
2015,11,24,PERU,PERU-BRAZIL,-10.06,-71.018,621,7.6,,,,,,
2015,12,7,TAJIKISTAN,TAJIKISTAN,38.211,72.78,22,7.2,2,,,5,500,793
2015,12,17,MEXICO,MEXICO:  COCOTITLAN,15.802,-93.633,85,6.6,2,,,,,
2015,12,25,AFGHANISTAN,AFGHANISTAN; PAKISTAN,36.494,71.126,206,6.3,4,,97,,,
2016,1,3,INDIA,INDIA:  IMPAHL,24.804,93.651,55,6.7,13,,100,75,,
2016,1,16,INDONESIA,"INDONESIA: MALUKU:  BURU, AMBALAU ISLAND",-3.873,127.229,4,5.6,1,,22,,,230
2016,1,24,USA,ALASKA:  KENAI,59.62,-153.339,126,7.1,,,,,4,
2016,1,25,MOROCCO,MOROCCO:  MELILLA,35.649,-3.682,12,6.3,1,,26,,,
2016,2,5,TAIWAN,TAIWAN:  TAINAN,22.938,120.601,23,6.4,117,,525,700,,
2016,3,2,INDONESIA,INDONESIA: SUMATRA:,-4.952,94.33,24,7.8,,,,,,
2016,4,10,AFGHANISTAN,AFGHANISTAN:  KHYBER PAKHTUNKHWA,36.473,71.131,212,6.6,6,,5,,,20
2016,4,13,MYANMAR (BURMA),INDIA: ASSAM; BANGLADESH,23.094,94.865,136,6.9,2,,170,,,4
2016,4,15,JAPAN,"JAPAN:  KUMAMOTO, OITA",32.791,130.754,10,7,273,,2809,20000,43386,163500
2016,4,16,ECUADOR,"ECUADOR:  NEAR WEST COAST: MANABI, ESMERALDAS",0.382,-79.922,21,7.8,663,9,6274,3300,6998,29672
2016,4,28,VANUATU,VANUATU ISLANDS,-16.043,167.379,24,7,,,,,,
2016,5,11,CHINA,CHINA:  TIBET (XIZANG PROVINCE),32.022,95.027,8,5.2,,,60,,,
2016,5,17,CHINA,CHINA: YUNNAN PROVINCE: SHIMEN,26.085,99.575,51,4.8,2,,,60,,
2016,5,18,ECUADOR,ECUADOR:  MANABI PROVINCE,0.495,-79.616,30,6.9,1,,162,,,32
2016,5,28,ALGERIA,ALGERIA:  MEDEA:  MIHOUB,36.431,3.517,11,5.4,,,28,,,
2016,6,1,INDONESIA,INDONESIA:  SUMATRA:  PESISIR SELATAN,-2.097,100.665,50,6.6,1,,30,,,2663
2016,6,7,INDONESIA,INDONESIA:  MALUKU:  TERNATE ISLAND,1.279,126.371,31,6.3,,,,,,
2016,7,1,TAJIKISTAN,TAJIKISTAN:  RASHT,38.881,70.559,10,5,,,,,31,
2016,7,29,USA TERRITORY,NORTHERN MARIANA ISLANDS,18.543,145.507,196,7.7,,,,,,
2016,7,31,CHINA,CHINA:  GUANGXI PROVINCE,24.134,111.478,25,4.9,,,,,,200
2016,7,31,INDONESIA,INDONESIA:  SUMBAWA ISLAND:  WEST NUSA TENGGARA,-8.194,117.814,21,5.6,,,4,,,700
2016,8,12,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-22.477,173.117,16,7.2,,,,,,
2016,8,15,PERU,PERU:  AREQUIPA,-15.654,-72.009,20,5.5,9,,68,,605,671
2016,8,19,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,SOUTH SANDWICH ISLANDS,-55.285,-31.877,10,7.4,,,,,,
